words,count_2005,count_2006,count_2007,count_2008,count_2009,count_2010,count_2011,count_2012,count_2013,count_2014,count_2015,count_2016
parameter-free,,,,,1.0,,,,,2.0,,1.0
hedging,,,,,1.0,,,,,,,
advertisement,,,,,1.0,,,,,,,
targeting,,,,,1.0,,,,,,,
ordered,,,,,1.0,,,,,,,
residual,,,,,1.0,,,,,1.0,,4.0
compensating,,,,,1.0,,,,,,,
arising,,,,,1.0,,,,,,,
multiview,,,,,1.0,,,,,,,
sharing,,,,,1.0,1.0,1.0,,,1.0,,
beta,,,,,1.0,,2.0,,2.0,,,
transparent,,,,,1.0,,,,,,,
m-best,,,,,1.0,,,,,,,
lattice,,,,,1.0,,,1.0,,,1.0,
kl,,,,,1.0,,1.0,,,,,
multistability,,,,,1.0,,,,,,,
measurements,,,,,1.0,,2.0,,2.0,,4.0,
collections,,,,,1.0,,,1.0,,,,
distribution-calibrated,,,,,1.0,,,,,,,
smoothed,,,,,1.0,,1.0,,,1.0,,1.0
bugs,,,,,1.0,,,,,,,
executions,,,,,1.0,,,,,,,
splitting,,,,,1.0,,,2.0,,,1.0,2.0
subject,,,,,1.0,,,,,,,
gigantic,,,,,1.0,,,,,,,
tea,,,,,1.0,,,,,,,
maximum-entropy,,,,,1.0,,,,,,,
event,,,,,1.0,,1.0,1.0,,,,
coreference,,,,,1.0,,,,,,,
neurometric,,,,,1.0,,,,,,,
decorrelated,,,,,1.0,,,,,,,1.0
pretraining,,,,,1.0,,,,,,,
cell-like,,,,,1.0,,,,,,,
reading,,,,,1.0,,,,,,,
sparsification,,,,,1.0,1.0,,,,,,
sir,,,,,1.0,,,,,,,
root-n,,,,,1.0,,,,,,,
augmenting,,,,,1.0,,,,,,,
feature-driven,,,,,1.0,,,,,,,
polynomial,,,,,1.0,1.0,,,1.0,6.0,1.0,2.0
rotations,,,,,1.0,,,,,,,
penalties,,,,,1.0,,,,,,,
decentralized,,,,,1.0,,,,,,,
special,,,,,1.0,,,,,,,
views,,,,,1.0,,,1.0,,,,
multilingual,,,,,1.0,,,1.0,,,1.0,
constructing,,,,,1.0,1.0,,,,,,
topological,,,,,1.0,,,,,,1.0,
loop-closure,,,,,1.0,,,,,,,
analyses,,,,,1.0,,,,,,,
resting,,,,,1.0,1.0,,,,,,
exploit,,,,,1.0,,,,,,,
speaker,,,,,1.0,,,,,,,
inner,,,,,1.0,,,,,1.0,,
product,,,,,1.0,1.0,,,,1.0,,1.0
schizophrenia,,,,,1.0,,,,,,,
compressible,,,,,1.0,,,,,,,
connectivities,,,,,1.0,,,,,,,
errors,,,,,1.0,,1.0,,,,1.0,
explore,,,,,1.0,,,,,,1.0,
match,,,,,1.0,,,,,,,
observability,,,,,1.0,,,,,,,
efficiently,,,,,1.0,1.0,2.0,,1.0,,,
calculating,,,,,1.0,,,,,,,
expectations,,,,,1.0,,,1.0,,,,
invariance,,,,,1.0,,,,1.0,,,
nash,,,,,1.0,,,,,1.0,,1.0
haptic,,,,,1.0,,,,,,,
second-order,,,,,1.0,,,,,,,
somatosensory,,,,,1.0,,,,,,,
non-decomposable,,,,,1.0,,,,1.0,2.0,,1.0
inter-domain,,,,,1.0,,,,,,,
reorganization,,,,,1.0,,,,,,,
motif,,,,,1.0,,,,,,,
projected,,,,,1.0,,,,1.0,,1.0,
occlusive,,,,,1.0,,,,1.0,,,
nystrom,,,,,1.0,,,1.0,,,1.0,1.0
lp-norm,,,,,1.0,,1.0,,,,,
sparsistent,,,,,1.0,,,,,,,
varying-coefficient,,,,,1.0,,,,,,,
changes,,,,,1.0,,,1.0,,,,
chaining,,,,,1.0,,,,,,,
deconvolution,,,,,1.0,1.0,1.0,,1.0,3.0,,
hyper-laplacian,,,,,1.0,,,,,,,
hash,,,,,1.0,,,1.0,,,,
reconstructive,,,,,1.0,,,,,,,
asymptotically,,,,,1.0,,,,,,,
grouped,,,,,1.0,1.0,,,,,,
toward,,,,,1.0,,,,,,,1.0
provably,,,,,1.0,,,,1.0,1.0,1.0,1.0
correct,,,,,1.0,,,,,,1.0,
factorie,,,,,1.0,,,,,,,
imperatively,,,,,1.0,,,,,,,
defined,,,,,1.0,,,,,,,
opponency,,,,,1.0,,,,,,,
pop-out,,,,,1.0,,,,,,,
about,,,,,1.0,1.0,1.0,1.0,2.0,1.0,,1.0
memex,,,,,1.0,,,,,,,
who's,,,,,1.0,,,,,,,
doing,,,,,1.0,,,,,,,1.0
names,,,,,1.0,,,,,,,
verbs,,,,,1.0,,,,,,,
hessian,,,,,1.0,,,,,1.0,,
constant,,,,,1.0,,,1.0,,1.0,,1.0
negative,,,,,1.0,1.0,,1.0,,,,
periodic,,,,,1.0,,1.0,,,,,
step,,,,,1.0,,,,,,,1.0
pass,,,,,1.0,,,,2.0,,,1.0
multi-neuronal,,,,,1.0,,,,,,,
(rescume),,,,,1.0,,,,,,,
dags,,,,,1.0,,,,,,,
valued,,,,,1.0,,,,,,,
metric-space,,,,,1.0,,,,,,,
plausible,,,,,1.0,1.0,,2.0,,,,
region-based,,,,,1.0,,,,,,,1.0
vs,,,,,1.0,,,1.0,,,,1.0
convexity,,,,,1.0,1.0,,,,1.0,1.0,
investing,,,,,1.0,,,,,,,
riffled,,,,,1.0,,,,,,,
they,,,,,1.0,,,1.0,,,1.0,
potential-based,,,,,1.0,,,,,,,
decremental,,,,,1.0,,,,,,,
submodularity,,,,,1.0,,,,,,,
individuation,,,,,1.0,,,,,,,
quantification,,,,,1.0,,,,,,,
thought,,,,,1.0,,,,,,,
entries,,,,,1.0,,,,,,1.0,
do,,,,,1.0,,1.0,,1.0,2.0,,
alzheimer's,,,,,1.0,,1.0,2.0,,,,1.0
disease,,,,,1.0,,,2.0,,,2.0,2.0
neuroimaging,,,,,1.0,,1.0,1.0,1.0,,1.0,
mdl,,,,,1.0,,,,,,,
predicts,,,,,1.0,,,,,,,1.0
total,,,,,1.0,,,,2.0,,,1.0
variation,,,,,1.0,,,2.0,2.0,1.0,,2.0
particle-based,,,,,1.0,,,,,,,
algorithmics,,,,,1.0,,,,,,,
mixed-norm,,,,,1.0,,,,,,,
polarization,,,,,1.0,,,,,,,
learningtheory,,,,,1.0,,,,,,,
edge,,,,,1.0,1.0,1.0,1.0,1.0,,,
movement,,,,,,3.0,,,1.0,,,
herding,,,,,,2.0,,,,,,
cascades,,,,,,2.0,,1.0,,1.0,,
monte-carlo,,,,,,2.0,1.0,1.0,1.0,1.0,,1.0
epitome,,,,,,2.0,,,,,,
actions,,,,,,2.0,,1.0,,,,
deterministic,,,,,,2.0,1.0,,1.0,1.0,,1.0
primal-dual,,,,,,2.0,,,,,2.0,2.0
case,,,,,,2.0,,,1.0,2.0,,
gated,,,,,,2.0,,,,,,
penalty,,,,,,2.0,3.0,,1.0,,,
tractable,,,,,,2.0,1.0,1.0,,,3.0,1.0
costs,,,,,,2.0,,,2.0,,,
norms,,,,,,2.0,,,,,1.0,
universal,,,,,,2.0,1.0,,3.0,1.0,3.0,2.0
average,,,,,,2.0,,,1.0,1.0,,
missing,,,,,,2.0,2.0,1.0,1.0,3.0,1.0,3.0
induced,,,,,,2.0,,,,,,
multi-view,,,,,,2.0,2.0,1.0,,1.0,,1.0
multiparty,,,,,,1.0,,,,,,
ipsilateral,,,,,,1.0,,,,,,
perturbations,,,,,,1.0,,,1.0,,1.0,1.0
block,,,,,,1.0,,,1.0,1.0,5.0,3.0
justification,,,,,,1.0,,,,,,
effectiveness,,,,,,1.0,1.0,,,,,
moreau-yosida,,,,,,1.0,,,,,,
renyi,,,,,,1.0,,,,,1.0,1.0
selector,,,,,,1.0,,,,1.0,1.0,1.0
gaussian-jump,,,,,,1.0,,,,,,
finger,,,,,,1.0,1.0,,,,,
u-statistics,,,,,,1.0,,,,,2.0,
automata,,,,,,1.0,,1.0,,,,
inequalities,,,,,,1.0,,,,,,1.0
bernstein,,,,,,1.0,,,,,,
maximal,,,,,,1.0,1.0,,,,,1.0
form,,,,,,1.0,1.0,1.0,,,,
privileged,,,,,,1.0,,,,2.0,,
arithmetic,,,,,,1.0,,,,,,1.0
learnining,,,,,,1.0,,,,,,
forest,,,,,,1.0,,,,,,
--,,,,,,1.0,,1.0,,,,
compilation,,,,,,1.0,1.0,,,,,1.0
decomposing,,,,,,1.0,,,1.0,1.0,,
(rf)^2,,,,,,1.0,,,,,,
reverse,,,,,,1.0,,,,,,1.0
ecog,,,,,,1.0,,,,,,
candidate,,,,,,1.0,,,,,,
pac-bayesian,,,,,,1.0,1.0,,,1.0,,1.0
decontaminating,,,,,,1.0,,,,,,
eigenvector,,,,,,1.0,1.0,,,,,
uniform,,,,,,1.0,,1.0,1.0,1.0,1.0,
additional,,,,,,1.0,,,,,,
parameter-based,,,,,,1.0,,,,,,
3-d,,,,,,1.0,,,,,,
curvature,,,,,,1.0,,1.0,2.0,1.0,,
driven,,,,,,1.0,1.0,3.0,1.0,,,1.0
singularity,,,,,,1.0,,,,,,
others,,,,,,1.0,,,,,,
dominance,,,,,,1.0,,,,,,
analytic,,,,,,1.0,,,1.0,,1.0,
21-norms,,,,,,1.0,,,,,,
out-sample,,,,,,1.0,,,,,,
scrambled,,,,,,1.0,,,,,,
walk,,,,,,1.0,,2.0,,,2.0,
neural-network,,,,,,1.0,,,,,,
sphere,,,,,,1.0,,,,,,
losses,,,,,,1.0,1.0,3.0,1.0,1.0,1.0,4.0
orders,,,,,,1.0,,,,,,1.0
slice,,,,,,1.0,,2.0,,,,1.0
myopically,,,,,,1.0,,,,,,
smo,,,,,,1.0,,,,,,
time-evolving,,,,,,1.0,1.0,,,,,
associated,,,,,,1.0,,1.0,,,,
non-realizable,,,,,,1.0,,,,,,
tag,,,,,,1.0,,,,,,
shrinkage,,,,,,1.0,,,1.0,1.0,,
sidestepping,,,,,,1.0,,,,,1.0,
intractable,,,,,,1.0,,,,,,
lars,,,,,,1.0,,,,,,
gradients,,,,,,1.0,,2.0,1.0,2.0,4.0,1.0
mismatch,,,,,,1.0,,,,,,
simultaneously,,,,,,1.0,,1.0,,,,
nonstationary,,,,,,1.0,,,,,,
pose-sensitive,,,,,,1.0,,,,,,
nca,,,,,,1.0,,,,,,
component-specific,,,,,,1.0,,,,,,
phoneme,,,,,,1.0,,1.0,,,,
reservoirs,,,,,,1.0,,,,,,
fixed-points,,,,,,1.0,,,,,,
individual,,,,,,1.0,,,,,2.0,1.0
interval,,,,,,1.0,,,,,,
reinforcement-learning,,,,,,1.0,,,,,,
cutting,,,,,,1.0,,,,,,
plane,,,,,,1.0,,,,,,
matrix-normal,,,,,,1.0,,,,,,
upstream,,,,,,1.0,,,,,,
parallelized,,,,,,1.0,,,,,,
q-learning,,,,,,1.0,1.0,,,,,
getting,,,,,,1.0,,,,,,
lost,,,,,,1.0,,,,,,
clipping,,,,,,1.0,,,,,,
alike,,,,,,1.0,,,,,,
short-range,,,,,,1.0,,,,,,
continuous-state,,,,,,1.0,,,,,,
patient-adaptive,,,,,,1.0,,,,,,
heartbeat,,,,,,1.0,,,,,,
readout,,,,,,1.0,,1.0,,,,
long-range,,,,,,1.0,,,,,,
not,,,,,,1.0,,,,,,2.0
log-domain,,,,,,1.0,,,,,,
distributionally,,,,,,1.0,,,1.0,,1.0,1.0
password,,,,,,1.0,,,,,,
saccadic,,,,,,1.0,,,,,,
color,,,,,,1.0,,,,,1.0,
cardiovascular,,,,,,1.0,,,,,,
adverse,,,,,,1.0,,,,,,
non-uniform,,,,,,1.0,,,1.0,,,1.0
norm,,,,,,1.0,1.0,2.0,2.0,3.0,2.0,1.0
implicitly,,,,,,1.0,,,,,,
single-pass,,,,,,1.0,,,,,,
f-measures,,,,,,1.0,,,,1.0,,
trading,,,,,,1.0,,1.0,1.0,,,
off,,,,,,1.0,,1.0,,,1.0,
mistakes,,,,,,1.0,,,,,1.0,
don't-know,,,,,,1.0,,,,,,
predictions,,,,,,1.0,,,1.0,,1.0,2.0
alternating,,,,,,1.0,2.0,,1.0,2.0,1.0,3.0
linearization,,,,,,1.0,,,,,,
timing-dependent,,,,,,1.0,,,,,,
large-margin,,,,,,1.0,1.0,,,1.0,,
averages,,,,,,1.0,,,,,,
parameters,,,,,,1.0,2.0,1.0,5.0,1.0,1.0,2.0
low-level-sychrony-based,,,,,,1.0,,,,,,
mrf's,,,,,,1.0,,,,,,
hallucinations,,,,,,1.0,,,,,,
charles,,,,,,1.0,,,,,,
bonnet,,,,,,1.0,,,,,,
syndrome,,,,,,1.0,,,,,,
homeostasis,,,,,,1.0,,,,,,
occlusions,,,,,,1.0,,,,,,
reward,,,,,,1.0,,1.0,1.0,,1.0,3.0
ascent,,,,,,1.0,,,2.0,1.0,1.0,
logged,,,,,,1.0,,,,,,
explicit,,,,,,1.0,,,,,,
less,,,,,,1.0,,,,,1.0,1.0
ordering,,,,,,1.0,1.0,,,,,
inserting,,,,,,1.0,,,,,,
vortices,,,,,,1.0,,,,,,
adversarially,,,,,,1.0,,,1.0,,,
patients,,,,,,1.0,,,,,,
major,,,,,,1.0,,,,,,
pseudo-max,,,,,,1.0,,,,,,
means,,,,,,1.0,,1.0,,1.0,,2.0
subnetworks,,,,,,1.0,,,,,,
graph-structured,,,,,,1.0,,,,,,
activation,,,,,,1.0,,2.0,,,,
hodgkin-huxley,,,,,,1.0,,,,,,
sodium,,,,,,1.0,,,,,,
entry,,,,,,1.0,,,,,,
efficiency,,,,,,1.0,1.0,1.0,1.0,1.0,,
potentials,,,,,,1.0,2.0,,,2.0,,1.0
single-parameter,,,,,,1.0,,,,,,
dantzig,,,,,,1.0,,,,1.0,1.0,1.0
stone,,,,,,1.0,,,,,,
t-logistic,,,,,,1.0,,,,,,
differentiation,,,,,,1.0,,,,,,
perturbation,,,,,,1.0,,,,,,
over-complete,,,,,,1.0,,,,,,
persistent,,,,,,1.0,,1.0,,1.0,,
percepts,,,,,,1.0,,,,,,
interactive,,,,,,1.0,,,,,2.0,1.0
assistants,,,,,,1.0,,,,,,
throttling,,,,,,1.0,,,,,,
revisited,,,,,,1.0,,,1.0,,1.0,
repetitions,,,,,,1.0,,,,,,
spline,,,,,,1.0,,,,,,1.0
hyperpriors,,,,,,1.0,,,,,,
non-standard,,,,,,1.0,,,,,,
input,,,,,,1.0,2.0,,,2.0,,
co-regularization,,,,,,1.0,,,,,,
time-warped,,,,,,1.0,,,,,,
weighting,,,,,,1.0,2.0,,1.0,,,
anatomical,,,,,,1.0,,,,,,
phone,,,,,,1.0,,,,,,
mean-covariance,,,,,,1.0,,,,,,
criteria,,,,,,1.0,,,,,,
cycling,,,,,,1.0,,,,,,
theorem,,,,,,1.0,,1.0,,,,1.0
rescaling,,,,,,1.0,,,,,,
thinning,,,,,,1.0,1.0,,,,,
complementing,,,,,,1.0,,,,,,
goodness-of-fit,,,,,,1.0,,,,,,
lstd,,,,,,1.0,,,,,,
reluctantly,,,,,,1.0,,,,,,
three,,,,,,1.0,,,,,,
birds,,,,,,1.0,,,,,,
memoizer,,,,,,1.0,,,,,,
improvements,,,,,,1.0,,,,,,
shadow,,,,,,1.0,,,,,,
enclosing,,,,,,1.0,,,,,,
metadata,,,,,,1.0,,,,,,
figure-ground,,,,,,1.0,,,,,,
radiuses,,,,,,1.0,,,,,,
balls,,,,,,1.0,,,,1.0,,
switches,,,,,,1.0,,,,,,
sparsity-inducing,,,,,,1.0,,,,,,
simulation,,,,,,1.0,,,,,,1.0
seismic,,,,,,1.0,,,,,,
auto-regressive,,,,,,1.0,1.0,,,,,
short-horizon,,,,,,1.0,,,,,,
wind,,,,,,1.0,,,,,,
extensions,,,,,,1.0,,,,,,
instrumental,,,,,,1.0,,,,,,
budgeted,,,,,,1.0,1.0,,,,,1.0
adversaries,,,,,,1.0,1.0,,1.0,,1.0,
property-based,,,,,,1.0,,,,,,
paradigms,,,,,,1.0,,,,,,
tree-structured,,,,,,1.0,1.0,,,1.0,,1.0
stick,,,,,,1.0,,,,,,
belief-dependent,,,,,,1.0,,,,,,
(spiv),,,,,,1.0,,,,,,
genome-wide,,,,,,1.0,,,,,,
studies,,,,,,1.0,,,,,,
force,,,,,,1.0,,,,,,
extension,,,,,,1.0,,1.0,,,,
exploiting,,,,,,1.0,1.0,,,3.0,1.0,3.0
stick-breaking,,,,,,1.0,,1.0,,,1.0,
evidence-specific,,,,,,1.0,,,,,,
rich,,,,,,1.0,,,1.0,,,1.0
two-layer,,,,,,1.0,,,1.0,1.0,,1.0
spikeants,,,,,,1.0,,,,,,
organization,,,,,,1.0,,,,,,
maximum-weight,,,,,,1.0,,1.0,,,,
weakly-labeled,,,,,,1.0,,,,,,
specificity,,,,,,1.0,,,,,,
heavy-tails,,,,,,1.0,,,,,,
cur,,,,,,1.0,,1.0,,,,
viewpoint,,,,,,1.0,1.0,1.0,,1.0,,
conjugate,,,,,,1.0,,2.0,,,,
weak,,,,,,1.0,,,,,1.0,
descriptors,,,,,,1.0,1.0,1.0,,,,
fractionally,,,,,,1.0,,,,,,
elicitation,,,,,,1.0,,,,,2.0,
activities,,,,,,1.0,1.0,1.0,,,1.0,
areas,,,,,,1.0,,,,,,
combine,,,,,,1.0,,,,,,
foveal,,,,,,1.0,,,,,,
glimpses,,,,,,1.0,,,,,,
third-order,,,,,,1.0,,,1.0,,,
activations,,,,,,1.0,,,,,,1.0
dendritic,,,,,,1.0,,,,,,
cross,,,,,,1.0,,,1.0,,,1.0
species,,,,,,1.0,,,,,,
forensics,,,,,,1.0,,,,,,
fingerprints,,,,,,1.0,,,,,1.0,
rarity,,,,,,1.0,,,,,,
roof,,,,,,1.0,,,,,,
bisubmodular,,,,,,1.0,,,,,,
disaggregation,,,,,,1.0,,,,1.0,,1.0
agents,,,,,,1.0,,,2.0,2.0,1.0,
demonstration,,,,,,1.0,,,,,,1.0
determinantal,,,,,,1.0,,1.0,3.0,1.0,1.0,2.0
self-paced,,,,,,1.0,,,,1.0,,
matchings,,,,,,1.0,,,1.0,,1.0,
tiled,,,,,,1.0,,,,,,
three-way,,,,,,1.0,,,,,,
bank,,,,,,1.0,,,,,,
high-level,,,,,,1.0,,,,,,
b-bit,,,,,,1.0,,,,,1.0,
minwise,,,,,,1.0,,,,,,1.0
similarities,,,,,,1.0,,,,1.0,,
roi,,,,,,1.0,,,,,,
ensembles,,,,,,1.0,,,1.0,,,4.0
graph-valued,,,,,,1.0,,,,,,1.0
(stars),,,,,,1.0,,,,,,
group-wise,,,,,,1.0,,,,,,
individualized,,,,,,1.0,,,,,,
layout,,,,,,1.0,1.0,,,,,
rooms,,,,,,1.0,,,,,,
volumetric,,,,,,1.0,,,,,1.0,
max-norm,,,,,,1.0,,,,1.0,,
eqtl,,,,,,1.0,,,,,,
boosted,,,,,,1.0,,,,,,
web-scale,,,,,,1.0,,,,,,
tiering,,,,,,1.0,,,,,,
enabled,,,,,,1.0,,,,,,
interpretable,,,,,,1.0,,,,,2.0,5.0
querying,,,,,,1.0,,,,,,1.0
development,,,,,,1.0,,,,,1.0,
execution,,,,,,1.0,,,,,,
1-spectral,,,,,,1.0,,,,,,
representative,,,,,,1.0,,,1.0,,,
inter-time,,,,,,1.0,,,,,,
segment,,,,,,1.0,,1.0,,,1.0,
deciphering,,,,,,1.0,,,,,,
subsampled,,,,,,1.0,,,1.0,,1.0,
compressive,,,,,,1.0,1.0,3.0,2.0,1.0,2.0,1.0
file,,,,,,1.0,,,,,,
eigenproblems,,,,,,1.0,,,,,,
localise,,,,,,1.0,,,,,,
partition,,,,,,1.0,2.0,3.0,,1.0,1.0,1.0
avoiding,,,,,,1.0,,,,,,1.0
false,,,,,,1.0,,,,,,
approximated,,,,,,1.0,,,,,,
space-variant,,,,,,1.0,,,,,,
single-image,,,,,,1.0,,,,,,1.0
removing,,,,,,1.0,,,,,,
camera,,,,,,1.0,,1.0,1.0,,,
shake,,,,,,1.0,,,1.0,,,
hyperplane,,,,,,1.0,,,,,,
slate,,,,,,1.0,,,,,,
summarize,,,,,,1.0,,,,,,
one's,,,,,,1.0,,,,,,
revision,,,,,,1.0,,,,,,
non-stochastic,,,,,,1.0,,1.0,,,1.0,
executables,,,,,,1.0,,,,,,
body-anchored,,,,,,1.0,,,,,,
accounting,,,,,,1.0,,,,,,
mixed-data,,,,,,1.0,,,,,,
referents,,,,,,1.0,,,,,,
dirty,,,,,,1.0,,,1.0,2.0,,
near,,,,,,1.0,,1.0,,1.0,,
guaranteed,,,,,,1.0,,,,,1.0,
singular,,,,,,1.0,,,,,1.0,
multi-cuts,,,,,,1.0,,,,,,
lifted,,,,,,1.0,1.0,,1.0,2.0,4.0,
synergies,,,,,,1.0,,,,,,
seen,,,,,,1.0,,,,,,
other,,,,,,1.0,,,3.0,,,1.0
factorized,,,,,,1.0,,,1.0,,,
action-graph,,,,,,1.0,,,,,,
connection,,,,,,1.0,,,,,,
complementarity,,,,,,1.0,,,,,,
improvement,,,,,,1.0,1.0,,1.0,,,1.0
crowdsourcing,,,,,,,3.0,1.0,1.0,2.0,1.0,3.0
vs.,,,,,,,2.0,,,,,
refinement,,,,,,,2.0,,,,1.0,1.0
sublinear,,,,,,,2.0,,,1.0,1.0,1.0
composite,,,,,,,2.0,,,1.0,1.0,1.0
recovering,,,,,,,2.0,,,1.0,1.0,
deformable,,,,,,,2.0,1.0,,,,
dictionaries,,,,,,,2.0,,,,,
autonomous,,,,,,,2.0,,,,,
phenomenon,,,,,,,2.0,,,,,
cancer,,,,,,,2.0,,,1.0,,
td,,,,,,,2.0,,,,,
k-nn,,,,,,,2.0,,,1.0,,
target,,,,,,,2.0,1.0,,,,
spike-triggered,,,,,,,1.0,,,,1.0,
advice,,,,,,,1.0,,,1.0,,
select,,,,,,,1.0,,,,,
viterbi,,,,,,,1.0,,,,,
state-representation,,,,,,,1.0,,,,,
non-conjugate,,,,,,,1.0,1.0,,,,
hierarchically,,,,,,,1.0,,,1.0,,
reinterpretation,,,,,,,1.0,,,,,
knowledge-based,,,,,,,1.0,,,,,
(neuramp),,,,,,,1.0,,,,,
crowdsourced,,,,,,,1.0,,,,,1.0
annotators,,,,,,,1.0,,,,,
mitigation,,,,,,,1.0,,,,,
hyper-parameter,,,,,,,1.0,,,,,
decontamination,,,,,,,1.0,,,,,
query-aware,,,,,,,1.0,,,,,
brownian,,,,,,,1.0,,,,,
hedge,,,,,,,1.0,,1.0,,,
banach,,,,,,,1.0,,,,,1.0
oscillation,,,,,,,1.0,,,,,
teaching,,,,,,,1.0,,1.0,1.0,1.0,2.0
proximal-gradient,,,,,,,1.0,,,,,
pylon,,,,,,,1.0,,,,,
t-divergence,,,,,,,1.0,,,,,
person-object,,,,,,,1.0,,,,,
still,,,,,,,1.0,,1.0,,,
provable,,,,,,,1.0,1.0,1.0,3.0,1.0,2.0
uniqueness,,,,,,,1.0,,1.0,,,
non-convexity,,,,,,,1.0,,,,,
curriculum,,,,,,,1.0,,,,,
teach,,,,,,,1.0,,,,,
disease-related,,,,,,,1.0,,,,,
multi-modality,,,,,,,1.0,,,,,
compute,,,,,,,1.0,,1.0,,,
overlap,,,,,,,1.0,,,,,
signed,,,,,,,1.0,,,,,1.0
mini-batch,,,,,,,1.0,,1.0,1.0,,1.0
demixed,,,,,,,1.0,,,,,
anchor,,,,,,,1.0,,,,,
planes,,,,,,,1.0,,,,,
universality,,,,,,,1.0,,,,,
dec-pomdp,,,,,,,1.0,,,,,
input-output,,,,,,,1.0,,,,,
controllers,,,,,,,1.0,,,,,
pauli,,,,,,,1.0,,,,,
eigennet,,,,,,,1.0,,,,,
shazoo,,,,,,,1.0,,,,,
branch-and-bound,,,,,,,1.0,,,,,
non-sequence,,,,,,,1.0,,1.0,,,
committing,,,,,,,1.0,,,,,
energetically,,,,,,,1.0,,,,,
non-sparse,,,,,,,1.0,,,,,
see,,,,,,,1.0,,,,,
lines,,,,,,,1.0,,,,,
diversified,,,,,,,1.0,1.0,,,,
electrocorticographic,,,,,,,1.0,,,,,
drifting,,,,,,,1.0,,,,,
picodes,,,,,,,1.0,,,,,
compact,,,,,,,1.0,,2.0,,,
novel-category,,,,,,,1.0,,,,,
prismatic,,,,,,,1.0,,,,,
d.c.,,,,,,,1.0,,,,,
flexion,,,,,,,1.0,,,,,
anatomically,,,,,,,1.0,,,,,
renewal,,,,,,,1.0,,,,,
hd,,,,,,,1.0,,,,,
difficulty,,,,,,,1.0,,,,,
analytical,,,,,,,1.0,,,,,
tangent,,,,,,,1.0,,,,,
pca-like,,,,,,,1.0,,,,,
compound,,,,,,,1.0,,,,,
trace-norm,,,,,,,1.0,,,,,
blending,,,,,,,1.0,,,,,
operating,,,,,,,1.0,,,,,
generalizing,,,,,,,1.0,1.0,1.0,,,
several,,,,,,,1.0,,,,,
ramp,,,,,,,1.0,,,,,
designs,,,,,,,1.0,,,1.0,1.0,
probit,,,,,,,1.0,,,,,
thompson,,,,,,,1.0,,3.0,,1.0,1.0
coresets,,,,,,,1.0,,,2.0,,2.0
comparison-based,,,,,,,1.0,,,,,
generalised,,,,,,,1.0,,,,,
best,,,,,,,1.0,1.0,,,,1.0
multi-bandit,,,,,,,1.0,,,,,
factorisation,,,,,,,1.0,,,,,
necessary,,,,,,,1.0,1.0,,,,
backups,,,,,,,1.0,,,,,
energy-dependent,,,,,,,1.0,,,,,
grossly,,,,,,,1.0,,,,,
re-evaluating,,,,,,,1.0,,,,,
td_gamma,,,,,,,1.0,,,,,
concave,,,,,,,1.0,1.0,,,,
speedy,,,,,,,1.0,,,,,
modulated,,,,,,,1.0,,,,,1.0
portable,,,,,,,1.0,,,,,
patient-specific,,,,,,,1.0,,,,,
memorability,,,,,,,1.0,1.0,,,,
regressors,,,,,,,1.0,1.0,,,,
penalizing,,,,,,,1.0,,,,,
reliable,,,,,,,1.0,,,,,
streams,,,,,,,1.0,,,2.0,1.0,
sampling-based,,,,,,,1.0,,,1.0,,
slab,,,,,,,1.0,,,1.0,,
database,,,,,,,1.0,,,1.0,,
representativeness,,,,,,,1.0,,,,,
quasi-newton,,,,,,,1.0,1.0,,1.0,,
factored,,,,,,,1.0,,,1.0,1.0,
multiagent,,,,,,,1.0,,,,1.0,1.0
thresholded,,,,,,,1.0,1.0,,,,
non-negative,,,,,,,1.0,,,,,1.0
coagent,,,,,,,1.0,,,,,
co-regularized,,,,,,,1.0,1.0,,,,
thresholds,,,,,,,1.0,,,,,
f-measure,,,,,,,1.0,,,,1.0,
non-asymptotic,,,,,,,1.0,,,,,
multiplication,,,,,,,1.0,,,,,
wide-field,,,,,,,1.0,,,,,
approaches,,,,,,,1.0,1.0,,,,
peaks,,,,,,,1.0,,,,,
fits,,,,,,,1.0,,,,,
onto,,,,,,,1.0,,,,,
max-heap,,,,,,,1.0,,,,,
two-stage,,,,,,,1.0,,,,,
multi-source,,,,,,,1.0,,,,,
therapies,,,,,,,1.0,,,,,
private,,,,,,,1.0,2.0,2.0,1.0,5.0,
p-resistances,,,,,,,1.0,,,,,
euclidean,,,,,,,1.0,,,2.0,,
rtrmc,,,,,,,1.0,,,,,
riemannian,,,,,,,1.0,,1.0,,,2.0
trust-region,,,,,,,1.0,,,,,
expressive,,,,,,,1.0,,,,,
reference,,,,,,,1.0,,,,,
observation,,,,,,,1.0,1.0,,,,1.0
limited,,,,,,,1.0,,3.0,2.0,1.0,1.0
linearized,,,,,,,1.0,,,,,1.0
direction,,,,,,,1.0,,,2.0,,
metrics,,,,,,,1.0,1.0,1.0,1.0,2.0,4.0
disjoint,,,,,,,1.0,,,,,
\\iid,,,,,,,1.0,,,,,
agglomerate,,,,,,,1.0,,,,,
superpixel,,,,,,,1.0,,,,,
shallow,,,,,,,1.0,,,,,2.0
sum-product,,,,,,,1.0,3.0,,,,1.0
time-warpings,,,,,,,1.0,,,,,
frame,,,,,,,1.0,,,,,1.0
multi-structure,,,,,,,1.0,,,,,
